82.03,83.84,85.24,87.71,96.91,50.58,80.69,
2.74254,30.9053,30.8101,42.2233,13769.9,1093.66,635.089,
11.41,9.85,9.85,9.85,9.86,10.15,10.15,
0.080192,0.251306,0.351454,0.544004,418.866,48.1387,0.118889,
