95,98.3333,98.3333,97.5,98.3333,90.8333,97.5,
0.156928,0.503998,0.710003,1.12169,1.15914,11.3179,28.1027,
20.8333,15,10.8333,12.5,14.1667,3.33333,2.5,
0.003056,0.007016,0.009755,0.015611,0.027262,0.502629,0.002035,
